doi,pub_date,filename,file_format,num_bytes,total_downloads
10.13012/B2IDB-1402948_V1,7/27/2019,170605bowtie_80nt_mnQS24.sam,text/plain,585173729,211
10.13012/B2IDB-5060298_V1,4/23/2018,PubMed2015_NoveltyData.tsv,text/plain,568587312,505
10.13012/B2IDB-9246015_V1,5/7/2021,pubmed2orcid.tsv,text/plain,529266057,34
10.13012/B2IDB-9213932_V1,10/3/2018,US2-features.csv,text/plain,450362024,389
10.13012/B2IDB-9213932_V1,10/3/2018,US1-features.csv,text/plain,445629052,344
10.13012/B2IDB-9213932_V1,10/3/2018,EU1-features.csv,text/plain,427086565,392
10.13012/J81Z429G,6/6/2016,dat_1988t2009_suc.tsv,text/plain,381088487,514
10.13012/B2IDB-9246015_V1,5/7/2021,person.tsv2019,text/plain,365417189,34
10.13012/B2IDB-4551278_V1,7/8/2019,category_edges.txt,text/plain,273760964,200
10.13012/B2IDB-4370459_V1,4/23/2018,authorlink_nih.tsv,text/plain,257639249,514
10.13012/B2IDB-1461292_V1,8/5/2019,Complete_NT_concatenated_alignment.phy,text/plain,248953122,178
10.13012/B2IDB-1461292_V1,8/5/2019,Degeneracy_coded_nt_concatenated_alignment.phy,text/plain,231695662,175
10.13012/B2IDB-4742014_V1,4/23/2018,author-implicit-affiliation-mesh-pairs2009.tsv,text/plain,220660114,508
10.13012/B2IDB-6862941_V1,6/5/2019,Beta tubulin Index file.fastq,text/plain,207693043,162
10.13012/B2IDB-4551278_V1,7/8/2019,wiki_cats-G.json,text/plain,204163044,203
10.13012/B2IDB-4370459_V1,4/23/2018,uiuc_uspto.tsv,text/plain,196673479,540
10.13012/B2IDB-1530363_V1,6/12/2019,Supplemental 2 ITS1 Index file.fastq,text/plain,178047660,226
10.13012/B2IDB-6862941_V1,6/5/2019,ITS1 Index file.fastq,text/plain,178047660,157
10.13012/B2IDB-4742014_V1,4/23/2018,author-implicit-affiliation-journal-pairs2009.tsv,text/plain,170522047,479
10.13012/B2IDB-9453481_V1,12/20/2019,3YCM_V231_rep2.txt,text/plain,148348044,219
10.13012/B2IDB-1530363_V1,6/12/2019,Supplemental 4 ITS2 Index file.fastq,text/plain,144333624,216
10.13012/B2IDB-6862941_V1,6/5/2019,ITS2 Index file.fastq,text/plain,144333624,159
10.13012/B2IDB-0170190_V3,6/18/2018,160302for_structure.txt,text/plain,116879681,610
10.13012/B2IDB-0170190_V2,3/26/2018,160302for_structure.txt,text/plain,116879681,247
10.13012/B2IDB-0170190_V1,3/16/2018,160302for_structure.txt,text/plain,116879681,245
10.13012/B2IDB-4742014_V1,4/23/2018,author-implicit-mesh-journal-pairs2009.tsv,text/plain,115564649,495
10.13012/B2IDB-0065911_V1,6/3/2020,precip_laosvietnamfocus.asc,text/plain,85940212,122
10.13012/B2IDB-1461292_V1,8/5/2019,Amino_acid_concatenated_alignment.phy,text/plain,82985593,185
10.13012/B2IDB-0065911_V1,6/3/2020,ci_laosvietnamfocus.asc,text/plain,81933283,115
10.13012/B2IDB-0065911_V1,6/3/2020,temp_laosvietnamfocus.asc,text/plain,81869922,120
10.13012/B2IDB-4742014_V1,4/23/2018,author-implicit-mesh-pairs2009.tsv,text/plain,77209625,354
10.13012/B2IDB-4084515_V1,7/22/2016,HapMapMsi.hmc.txt,text/plain,73891502,393
10.13012/B2IDB-4905767_V1,10/23/2019,MD_aero_RR7.psf,text/plain,68750538,122
10.13012/B2IDB-4905767_V1,10/23/2019,MD_aero.psf,text/plain,68704414,146
10.13012/B2IDB-4551278_V1,7/8/2019,category_edges_ids.txt,text/plain,67065458,200
10.13012/B2IDB-9059263_V1,5/31/2020,hg38.p12.chr20.fa,text/plain,65518244,155
10.13012/B2IDB-4742014_V1,4/23/2018,author-implicit-journal-pairs2009.tsv,text/plain,54510836,455
10.13012/B2IDB-0065911_V1,6/3/2020,slope_laosvietnamfocus.asc,text/plain,53869080,114
10.13012/B2IDB-4551278_V1,7/8/2019,categories.txt,text/plain,49762514,215
10.13012/B2IDB-4021786_V1,10/3/2019,f2f_interactions.txt,text/plain,44847619,198
10.13012/B2IDB-4905767_V1,10/23/2019,MD_smd-2.psf,text/plain,43336529,122
10.13012/B2IDB-4905767_V1,10/23/2019,MD_smd-1.psf,text/plain,43336529,118
10.13012/B2IDB-4084515_V1,7/22/2016,HapMapMsa.hmc.txt,text/plain,39356577,399
10.13012/B2IDB-5060298_V1,4/23/2018,mesh_scores.tsv,text/plain,37159095,547
10.13012/B2IDB-4905767_V1,10/23/2019,MD_aero_SMD_LANGEVIN.pdb,text/plain,35336775,122
10.13012/B2IDB-4905767_V1,10/23/2019,MD_aero_RR7.pdb,text/plain,35336775,147
10.13012/B2IDB-4905767_V1,10/23/2019,MD_aero_SMD.pdb,text/plain,35336775,122
10.13012/B2IDB-4905767_V1,10/23/2019,MD_aero_SMD_CA.pdb,text/plain,35336775,117
10.13012/B2IDB-4905767_V1,10/23/2019,MD_aero_LANGEVIN.pdb,text/plain,35322634,140
10.13012/B2IDB-4905767_V1,10/23/2019,MD_aero.pdb,text/plain,35322634,144
10.13012/B2IDB-4905767_V1,10/23/2019,MD_aero_restraint.pdb,text/plain,35322634,118
10.13012/B2IDB-4084515_V1,7/22/2016,HapMapMsi.hmp.txt,text/plain,33048909,415
10.13012/B2IDB-4370459_V1,4/23/2018,authorlink_nsf.tsv,text/plain,32628250,552
10.13012/B2IDB-7525764_V2,1/27/2020,WaalSP.txt,text/plain,30468375,205
10.13012/B2IDB-9213932_V1,10/3/2018,US1-script-visit-id.csv,text/plain,29968064,365
10.13012/B2IDB-9213932_V1,10/3/2018,US2-script-visit-id.csv,text/plain,29655938,384
10.13012/B2IDB-9213932_V1,10/3/2018,EU1-script-visit-id.csv,text/plain,28417552,377
10.13012/B2IDB-7525764_V2,1/27/2020,MekongSP.txt,text/plain,23030198,195
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-3-Case-3.dat,text/plain,21318382,71
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-3-Case-2.dat,text/plain,21309149,69
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-3-Case-1.dat,text/plain,21306671,71
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-9-Case-3.dat,text/plain,21188893,53
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-9-Case-2.dat,text/plain,21187183,54
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-9-Case-1.dat,text/plain,21186383,53
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-11-Case-3.dat,text/plain,21183897,79
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-12-Case-1.dat,text/plain,21183364,71
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-7-Case-1.dat,text/plain,21183179,54
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-6-Case-1.dat,text/plain,21183117,59
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-11-Case-2.dat,text/plain,21183098,71
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-12-Case-2.dat,text/plain,21182981,72
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-11-Case-1.dat,text/plain,21182946,73
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-7-Case-2.dat,text/plain,21182921,55
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-12-Case-3.dat,text/plain,21182882,68
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-7-Case-3.dat,text/plain,21182856,55
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-6-Case-3.dat,text/plain,21182854,54
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-6-Case-2.dat,text/plain,21182468,55
10.13012/B2IDB-4084515_V1,7/22/2016,HapMapMsa.hmp.txt,text/plain,18324793,372
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-3-Case-6.dat,text/plain,17772011,71
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-3-Case-4.dat,text/plain,17769526,70
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-3-Case-5.dat,text/plain,17765412,70
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-9-Case-6.dat,text/plain,17665103,54
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-12-Case-4.dat,text/plain,17664886,69
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-9-Case-5.dat,text/plain,17659591,57
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-11-Case-6.dat,text/plain,17657684,70
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-9-Case-4.dat,text/plain,17656070,54
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-12-Case-6.dat,text/plain,17655479,68
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-11-Case-4.dat,text/plain,17655118,73
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-11-Case-5.dat,text/plain,17655083,71
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-7-Case-4.dat,text/plain,17654924,55
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-6-Case-6.dat,text/plain,17654843,53
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-12-Case-5.dat,text/plain,17654617,72
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-7-Case-6.dat,text/plain,17654434,54
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-6-Case-4.dat,text/plain,17654200,54
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-7-Case-5.dat,text/plain,17654185,54
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-6-Case-5.dat,text/plain,17654005,55
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-2.dat,text/plain,16341725,69
10.13012/B2IDB-5649852_V1,5/11/2020,gni_random_sample.tsv,text/plain,16065618,150
10.13012/B2IDB-5649852_V2,12/16/2020,gni_random_sample.tsv,text/plain,15933642,108
10.13012/B2IDB-0454350_V1,10/11/2020,AuthorTrajectory.txt,text/plain,15295773,83
10.13012/B2IDB-8255619_V1,4/6/2021,PubMed_retracted_publication_CitCntxt_withYR_v3.tsv,text/plain,14958420,38
10.13012/B2IDB-1461292_V1,8/5/2019,ASTRAL_input_gene_trees.tre,text/plain,12223850,172
10.13012/B2IDB-4370459_V1,4/23/2018,authorlink_uspto.tsv,text/plain,11439843,497
10.13012/B2IDB-7525764_V2,1/27/2020,ParanaSP.txt,text/plain,10192996,245
10.13012/B2IDB-7525764_V2,1/27/2020,AmazonSP.txt,text/plain,9778707,202
10.13012/B2IDB-2712449_V1,10/15/2019,Colony 1 Trophallaxis Interactions.txt,text/plain,9057030,176
10.13012/B2IDB-7525764_V2,1/27/2020,Waal.txt,text/plain,8670877,209
10.13012/B2IDB-7525764_V2,1/27/2020,MississippiSP.txt,text/plain,6486727,184
10.13012/B2IDB-2712449_V1,10/15/2019,Colony 2 Trophallaxis Interactions.txt,text/plain,6458280,204
10.13012/B2IDB-6862941_V1,6/5/2019,Alignment_file_ LSU_RDP_fungal_community.aln,text/plain,5534593,158
10.13012/B2IDB-4084515_V1,7/22/2016,HapMapMsa.fas.txt,text/plain,4942538,434
10.13012/B2IDB-8255619_V1,4/6/2021,PubMed_retracted_publication_full_v3.tsv,text/plain,4551445,35
10.13012/B2IDB-4084515_V1,7/22/2016,HapMapMsi.fas.txt,text/plain,4417454,428
10.13012/B2IDB-7128075_V1,2/12/2020,NWCA_Int_Veg.txt,text/plain,4140888,162
10.13012/B2IDB-7525764_V2,1/27/2020,Mekong.txt,text/plain,4123595,198
10.13012/B2IDB-4447017_V1,6/3/2019,vv2-y.fa,text/plain,3431250,209
10.13012/B2IDB-7525764_V2,1/27/2020,Parana.txt,text/plain,3050187,189
10.13012/B2IDB-6862941_V1,6/5/2019,Alignment_file_Sordariomycetes_trimmed_Phylip,text/plain,3009777,158
10.13012/B2IDB-9213932_V1,10/3/2018,site-list.csv,text/plain,2975861,371
10.13012/B2IDB-6862941_V1,6/5/2019,Alignment_file_Agarcomycetes_trimmed_Phylip,text/plain,2440321,167
10.13012/B2IDB-6862941_V1,6/5/2019,Alignment_file_Dothidiomycetes_trimmed_Phylip,text/plain,2409955,161
10.13012/B2IDB-4084515_V1,7/22/2016,160419TASSEL_results.txt,text/plain,2378381,613
10.13012/B2IDB-2011663_V1,1/3/2018,beast_100random_trees_brueelia.tre,text/plain,1981557,432
10.13012/B2IDB-7525764_V2,1/27/2020,Mississippi.txt,text/plain,1954967,192
10.13012/B2IDB-0286574_V1,2/18/2021,Urban_Informatics.ipynb,text/plain,1839950,48
10.13012/B2IDB-2011663_V1,1/3/2018,random100_trees_brueelia.tre,text/plain,1788446,293
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-5-Case-1.dat,text/plain,1607172,62
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-5-Case-3.dat,text/plain,1606937,62
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-5-Case-2.dat,text/plain,1606785,60
10.13012/B2IDB-6862941_V1,6/5/2019,Alignment_file_Eurotiomycetes_trimmed_Phylip,text/plain,1580301,162
10.13012/B2IDB-1882247_V1,10/17/2018,Internal.Community.Data.txt,text/plain,1567447,288
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-13-Case-1.dat,text/plain,1456623,73
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-13-Case-3.dat,text/plain,1454735,72
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-13-Case-2.dat,text/plain,1454028,74
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-5-Case-6.dat,text/plain,1443255,60
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-5-Case-4.dat,text/plain,1443170,60
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-5-Case-5.dat,text/plain,1442446,59
10.13012/B2IDB-9059263_V1,5/31/2020,ground_truth.tsv,text/plain,1430075,146
10.13012/B2IDB-4084515_V1,7/22/2016,dh_counts_ru.csv,text/plain,1391712,344
10.13012/B2IDB-8020612_V1,7/8/2019,twin_not_abstract_matched_complete.tsv,text/plain,1358733,171
10.13012/B2IDB-7525764_V2,1/27/2020,Amazon.txt,text/plain,1324927,201
10.13012/B2IDB-6862941_V1,6/5/2019,Alignment_file_Leotiomycetes_Trimmed_Phylip,text/plain,1307894,160
10.13012/B2IDB-7525764_V2,1/27/2020,MissouriSP.txt,text/plain,1268225,186
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-13-Case-4.dat,text/plain,1267961,75
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-13-Case-6.dat,text/plain,1267712,75
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-13-Case-5.dat,text/plain,1266594,69
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-14-Case-1.dat,text/plain,1179587,73
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-14-Case-2.dat,text/plain,1177298,72
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-14-Case-3.dat,text/plain,1177294,73
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-15-Case-1.dat,text/plain,1177159,73
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-15-Case-3.dat,text/plain,1175033,73
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-15-Case-2.dat,text/plain,1174602,73
10.13012/B2IDB-9119873_V1,3/5/2019,background.csv,text/plain,1112431,219
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-15-Case-6.dat,text/plain,983630,71
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-15-Case-4.dat,text/plain,983611,73
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-15-Case-5.dat,text/plain,982548,73
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-14-Case-4.dat,text/plain,979255,71
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-14-Case-6.dat,text/plain,978895,69
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-8-Case-6.dat,text/plain,978511,55
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-8-Case-4.dat,text/plain,977419,54
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-14-Case-5.dat,text/plain,977362,70
10.13012/B2IDB-6257171_V1,8/1/2020,Figure-8-Case-5.dat,text/plain,976855,55
10.13012/B2IDB-0286574_V1,2/18/2021,Spatial_interpolation.ipynb,text/plain,928974,48
10.13012/B2IDB-9797270_V1,8/13/2019,fruit_dove_plus_cibois_data_concatenated_alignment.nex,text/plain,892901,194
10.13012/B2IDB-7128075_V1,2/12/2020,NWCA_Reg_Veg.txt,text/plain,874894,178
10.13012/B2IDB-6862941_V1,6/5/2019,Alignment_file_Tremellomycetes_trimmed_phylip,text/plain,842949,151
10.13012/B2IDB-7290912_V1,2/5/2020,Delt_Comb.NEX,text/plain,616720,169
10.13012/B2IDB-2011663_V1,1/3/2018,concatenated_alignment_brueelia.nex,text/plain,597939,388
10.13012/B2IDB-8255619_V1,4/6/2021,613_knowingly_post_retraction_cit.tsv,text/plain,569062,32
10.13012/B2IDB-8020612_V1,7/8/2019,twin_abstract_matched_complete.tsv,text/plain,529360,160
10.13012/B2IDB-1530066_V1,4/20/2020,1_COIBA_ITS_1693.fst,text/plain,437756,117
10.13012/B2IDB-6862941_V1,6/5/2019,LSU_RDP_fungal_community_Tree.tree.txt,text/plain,357095,165
